Тунелі та їхні довжини:
Тунель 44: (86.54, 150.97, 59.86, 163.27), Довжина: 29.39
Тунель 45: (187.92, 162.57, 187.86, 182.90), Довжина: 20.33
Тунель 46: (187.26, 52.25, 182.25, 76.61), Довжина: 24.87
Тунель 47: (99.37, 179.14, 126.31, 167.61), Довжина: 29.30
Тунель 48: (175.61, 156.38, 147.43, 154.26), Довжина: 28.26
Тунель 49: (154.22, 105.80, 147.51, 88.49), Довжина: 18.56
Тунель 50: (143.44, 148.61, 131.25, 154.27), Довжина: 13.44
Тунель 51: (78.73, 34.85, 99.40, 42.42), Довжина: 22.01
Тунель 52: (40.37, 98.49, 34.08, 83.61), Довжина: 16.15
Тунель 53: (190.71, 49.16, 174.58, 53.88), Довжина: 16.81
Тунель 54: (138.63, 23.38, 123.63, 20.23), Довжина: 15.33
Тунель 55: (180.50, 123.91, 179.36, 112.32), Довжина: 11.65
Тунель 56: (67.59, 176.62, 41.68, 181.01), Довжина: 26.28
Тунель 57: (98.46, 152.40, 76.63, 171.53), Довжина: 29.02
Тунель 58: (100.92, 94.54, 98.77, 83.31), Довжина: 11.43
Тунель 59: (150.39, 108.35, 171.95, 101.01), Довжина: 22.78
Тунель 60: (97.34, 181.46, 122.69, 195.51), Довжина: 28.99
Тунель 61: (43.48, 132.52, 31.86, 142.08), Довжина: 15.05
Тунель 62: (167.45, 186.94, 154.85, 170.90), Довжина: 20.40
Тунель 63: (76.34, 102.71, 90.07, 103.82), Довжина: 13.78
Тунель 64: (72.17, 193.11, 64.39, 186.67), Довжина: 10.10
Тунель 65: (31.20, 170.54, 43.54, 156.68), Довжина: 18.56
Тунель 66: (137.07, 77.39, 160.55, 89.04), Довжина: 26.21
Тунель 67: (188.31, 50.49, 169.90, 39.19), Довжина: 21.60
Тунель 68: (25.11, 60.66, 43.75, 59.88), Довжина: 18.65
Тунель 69: (185.06, 126.80, 175.52, 130.74), Довжина: 10.32
Тунель 70: (108.90, 35.74, 116.31, 64.18), Довжина: 29.39
Тунель 71: (36.94, 11.63, 11.93, 25.86), Довжина: 28.78
Тунель 72: (96.03, 43.94, 112.65, 22.85), Довжина: 26.85
Тунель 73: (16.14, 140.88, 28.57, 167.71), Довжина: 29.57
Тунель 74: (81.13, 103.00, 98.63, 94.31), Довжина: 19.54
Тунель 75: (78.41, 46.86, 102.19, 29.31), Довжина: 29.55
Тунель 76: (11.84, 197.66, 18.31, 182.72), Довжина: 16.29
Тунель 77: (37.40, 142.26, 60.81, 141.03), Довжина: 23.44
Тунель 78: (135.78, 170.27, 154.31, 169.93), Довжина: 18.54
Тунель 79: (122.44, 28.92, 94.65, 27.34), Довжина: 27.82
Тунель 80: (145.32, 33.15, 148.99, 12.88), Довжина: 20.61
Тунель 81: (55.15, 165.94, 26.21, 164.30), Довжина: 29.00
Тунель 82: (57.31, 163.84, 30.50, 161.83), Довжина: 26.89
Тунель 83: (169.24, 76.42, 187.93, 56.64), Довжина: 27.22
Тунель 84: (132.53, 77.62, 136.81, 54.48), Довжина: 23.53
Тунель 85: (37.87, 7.83, 18.87, 26.36), Довжина: 26.54
Тунель 86: (131.81, 164.37, 116.68, 168.66), Довжина: 15.72
Тунель 87: (183.84, 121.74, 159.89, 121.47), Довжина: 23.94
Тунель 88: (104.69, 46.29, 117.52, 70.48), Довжина: 27.39
Тунель 89: (144.81, 10.51, 118.66, 22.08), Довжина: 28.59
Тунель 90: (71.59, 106.89, 55.23, 110.81), Довжина: 16.82
Тунель 91: (122.65, 136.52, 130.72, 144.19), Довжина: 11.13
Тунель 92: (90.03, 79.68, 111.16, 70.02), Довжина: 23.24
Тунель 93: (84.67, 143.01, 102.02, 167.41), Довжина: 29.93
Тунель 94: (177.54, 157.71, 163.47, 179.18), Довжина: 25.66
Тунель 95: (156.12, 143.93, 156.43, 168.13), Довжина: 24.21
Тунель 96: (0.27, 108.47, 5.04, 118.48), Довжина: 11.10
Тунель 97: (51.51, 4.26, 33.92, 26.88), Довжина: 28.65
Тунель 98: (4.53, 31.54, 15.77, 12.67), Довжина: 21.96
Тунель 99: (20.94, 191.59, 20.05, 168.51), Довжина: 23.10
Тунель 100: (144.47, 28.21, 128.50, 18.61), Довжина: 18.63
Тунель 101: (51.91, 148.14, 26.96, 137.88), Довжина: 26.98
Тунель 102: (56.82, 50.58, 37.08, 62.12), Довжина: 22.87
Тунель 103: (33.41, 195.09, 52.04, 188.18), Довжина: 19.87
Тунель 104: (149.50, 149.09, 143.14, 131.65), Довжина: 18.57
Тунель 105: (145.80, 28.92, 151.20, 1.75), Довжина: 27.70
Тунель 106: (45.27, 101.85, 61.10, 123.64), Довжина: 26.93
Тунель 107: (81.61, 164.18, 62.32, 183.41), Довжина: 27.23
Тунель 108: (174.65, 180.03, 181.79, 192.90), Довжина: 14.72
Тунель 109: (46.13, 172.09, 30.86, 156.58), Довжина: 21.77
Тунель 110: (120.88, 109.63, 104.94, 130.18), Довжина: 26.01
Тунель 111: (171.82, 98.79, 160.40, 76.81), Довжина: 24.77
Тунель 112: (88.50, 131.23, 72.07, 116.44), Довжина: 22.11
Тунель 113: (102.69, 12.54, 95.45, 30.25), Довжина: 19.13
Тунель 114: (107.74, 127.52, 94.61, 120.47), Довжина: 14.91
Тунель 115: (6.42, 100.83, 26.92, 82.39), Довжина: 27.58
Тунель 116: (64.67, 175.33, 34.81, 172.48), Довжина: 30.00
Тунель 117: (64.04, 139.97, 69.33, 127.93), Довжина: 13.16
Тунель 118: (82.09, 189.25, 79.47, 163.25), Довжина: 26.14
Тунель 119: (129.96, 123.00, 147.98, 135.05), Довжина: 21.68
Тунель 120: (60.20, 140.34, 67.64, 117.17), Довжина: 24.34
Тунель 121: (97.17, 29.22, 108.58, 46.08), Довжина: 20.36
Тунель 122: (145.82, 76.96, 152.39, 65.16), Довжина: 13.50
Тунель 123: (68.27, 187.12, 76.80, 172.67), Довжина: 16.79
Тунель 124: (176.57, 67.41, 156.63, 70.92), Довжина: 20.25
Тунель 125: (141.01, 195.26, 129.54, 198.94), Довжина: 12.05
Тунель 126: (137.04, 131.17, 112.04, 131.09), Довжина: 25.00
Тунель 127: (58.74, 73.11, 66.34, 45.46), Довжина: 28.68
Тунель 128: (157.50, 48.22, 142.60, 33.37), Довжина: 21.04
Тунель 129: (167.59, 55.29, 155.37, 44.78), Довжина: 16.12
Тунель 130: (3.81, 97.91, 22.72, 119.41), Довжина: 28.63
Тунель 131: (130.36, 64.45, 109.69, 81.34), Довжина: 26.69
Тунель 132: (109.46, 30.87, 110.31, 53.38), Довжина: 22.52
Тунель 133: (155.17, 91.52, 168.33, 108.33), Довжина: 21.35
Тунель 134: (56.71, 155.56, 45.63, 166.04), Довжина: 15.25
Тунель 135: (64.81, 81.54, 43.08, 83.59), Довжина: 21.82
Тунель 136: (18.33, 69.80, 18.13, 85.17), Довжина: 15.37
Тунель 137: (177.33, 53.62, 154.96, 71.76), Довжина: 28.80
Тунель 138: (58.87, 65.93, 49.66, 40.76), Довжина: 26.81
Тунель 139: (35.11, 98.86, 38.45, 79.62), Довжина: 19.53
Тунель 140: (100.91, 16.03, 120.45, 32.92), Довжина: 25.82
Тунель 141: (190.93, 39.74, 169.01, 25.55), Довжина: 26.11
Тунель 142: (184.51, 170.91, 187.69, 146.96), Довжина: 24.16
Тунель 143: (73.33, 165.66, 83.67, 172.58), Довжина: 12.45
Тунель 144: (156.84, 97.26, 168.66, 103.04), Довжина: 13.16
Тунель 145: (140.84, 142.12, 138.30, 129.53), Довжина: 12.85
Тунель 146: (170.59, 111.18, 180.03, 127.46), Довжина: 18.82
Тунель 147: (139.09, 190.68, 118.77, 168.83), Довжина: 29.84
Тунель 148: (151.95, 51.25, 154.00, 30.46), Довжина: 20.89
Тунель 149: (166.42, 88.18, 192.86, 93.15), Довжина: 26.90
Тунель 150: (55.17, 138.34, 69.59, 117.91), Довжина: 25.01

Матриця суміжності P:
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
